name,state,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,lat,long
Converse College,South Carolina,SC,Private,4 Year,10930,18690,29620,18690,29620,33.836081,-81.163725
Denmark Technical College,South Carolina,SC,Public,2 Year,4024,5400,9424,9150,13174,33.836081,-81.163725
Erskine College,South Carolina,SC,Private,4 Year,10900,34560,45460,34560,45460,33.836081,-81.163725
Florence-Darlington Technical College,South Carolina,SC,Public,2 Year,NA,5540,5540,8210,8210,33.836081,-81.163725
Forrest Junior College,South Carolina,SC,For Profit,2 Year,NA,8700,8700,8700,8700,33.836081,-81.163725
Francis Marion University,South Carolina,SC,Public,4 Year,7948,11160,19108,21544,29492,33.836081,-81.163725
Furman University,South Carolina,SC,Private,4 Year,12712,49532,62244,49532,62244,33.836081,-81.163725
Greenville Technical College,South Carolina,SC,Public,2 Year,NA,5580,5580,11100,11100,33.836081,-81.163725
Horry-Georgetown Technical College,South Carolina,SC,Public,2 Year,NA,5248,5248,10408,10408,33.836081,-81.163725
Lander University,South Carolina,SC,Public,4 Year,9100,11700,20800,21300,30400,33.836081,-81.163725
Limestone College,South Carolina,SC,Private,4 Year,9765,26000,35765,26000,35765,33.836081,-81.163725
Medical University of South Carolina,South Carolina,SC,Public,4 Year,NA,26826,26826,26826,26826,33.836081,-81.163725
Midlands Technical College,South Carolina,SC,Public,2 Year,NA,5598,5598,16278,16278,33.836081,-81.163725
Morris College,South Carolina,SC,Private,4 Year,6033,13886,19919,13886,19919,33.836081,-81.163725
Newberry College,South Carolina,SC,Private,4 Year,10666,26424,37090,26424,37090,33.836081,-81.163725
North Greenville University,South Carolina,SC,Private,4 Year,10240,19750,29990,19750,29990,33.836081,-81.163725
Northeastern Technical College,South Carolina,SC,Public,2 Year,NA,5490,5490,8940,8940,33.836081,-81.163725
Orangeburg-Calhoun Technical College,South Carolina,SC,Public,2 Year,NA,5750,5750,9200,9200,33.836081,-81.163725
Piedmont Technical College,South Carolina,SC,Public,2 Year,NA,5495,5495,7985,7985,33.836081,-81.163725
Presbyterian College,South Carolina,SC,Private,4 Year,10480,38660,49140,38660,49140,33.836081,-81.163725
South Carolina State University,South Carolina,SC,Public,4 Year,9890,11060,20950,21750,31640,33.836081,-81.163725
Southern Wesleyan University,South Carolina,SC,Private,4 Year,9030,25476,34506,25476,34506,33.836081,-81.163725
Spartanburg Community College,South Carolina,SC,Public,2 Year,NA,5640,5640,11490,11490,33.836081,-81.163725
Spartanburg Methodist College,South Carolina,SC,Private,2 Year,9375,17035,26410,17035,26410,33.836081,-81.163725
Technical College of the Lowcountry,South Carolina,SC,Public,2 Year,NA,5880,5880,12570,12570,33.836081,-81.163725
The Citadel,South Carolina,SC,Public,4 Year,6904,14289,21193,36761,43665,33.836081,-81.163725
Tri-County Technical College,South Carolina,SC,Public,2 Year,NA,5408,5408,12188,12188,33.836081,-81.163725
Trident Technical College,South Carolina,SC,Public,2 Year,NA,5584,5584,10444,10444,33.836081,-81.163725
University of South Carolina: Aiken,South Carolina,SC,Public,4 Year,7766,10760,18526,21218,28984,33.836081,-81.163725
University of South Carolina: Beaufort,South Carolina,SC,Public,4 Year,NA,10680,10680,21726,21726,33.836081,-81.163725
University of South Carolina: Columbia,South Carolina,SC,Public,4 Year,NA,12616,12616,33298,33298,33.836081,-81.163725
University of South Carolina: Lancaster,South Carolina,SC,Public,2 Year,NA,7558,7558,18238,18238,33.836081,-81.163725
University of South Carolina: Salkehatchie,South Carolina,SC,Public,2 Year,NA,7558,7558,18238,18238,33.836081,-81.163725
University of South Carolina: Sumter,South Carolina,SC,Public,2 Year,NA,7558,7558,18238,18238,33.836081,-81.163725
University of South Carolina: Union,South Carolina,SC,Public,2 Year,NA,7558,7558,18238,18238,33.836081,-81.163725
University of South Carolina: Upstate,South Carolina,SC,Public,4 Year,9480,11763,21243,23265,32745,33.836081,-81.163725
Voorhees College,South Carolina,SC,Private,4 Year,7346,12630,19976,12630,19976,33.836081,-81.163725
W.L. Bonner Bible College,South Carolina,SC,Private,4 Year,2576,8868,11444,8868,11444,33.836081,-81.163725
Williamsburg Technical College,South Carolina,SC,Public,2 Year,NA,4368,4368,8280,8280,33.836081,-81.163725
Winthrop University,South Carolina,SC,Public,4 Year,9312,15590,24902,29846,39158,33.836081,-81.163725
Wofford College,South Carolina,SC,Private,4 Year,12685,43845,56530,43845,56530,33.836081,-81.163725
York Technical College,South Carolina,SC,Public,2 Year,NA,5740,5740,12190,12190,33.836081,-81.163725
Augustana University,South Dakota,SD,Private,4 Year,8248,33018,41266,33018,41266,43.969515,-99.901813
Black Hills State University,South Dakota,SD,Public,4 Year,6978,8733,15711,11778,18756,43.969515,-99.901813
Dakota State University,South Dakota,SD,Public,4 Year,6873,9276,16149,12249,19122,43.969515,-99.901813
Dakota Wesleyan University,South Dakota,SD,Private,4 Year,7350,27300,34650,27300,34650,43.969515,-99.901813
Lake Area Technical Institute,South Dakota,SD,Public,2 Year,NA,6364,6364,6364,6364,43.969515,-99.901813
Mitchell Technical Institute,South Dakota,SD,Public,2 Year,NA,6300,6300,6300,6300,43.969515,-99.901813
Mount Marty College,South Dakota,SD,Private,4 Year,7986,27276,35262,27276,35262,43.969515,-99.901813
Northern State University,South Dakota,SD,Public,4 Year,8029,8498,16527,11471,19500,43.969515,-99.901813
Oglala Lakota College,South Dakota,SD,Public,4 Year,NA,3560,3560,3560,3560,43.969515,-99.901813
Presentation College,South Dakota,SD,Private,4 Year,9578,19995,29573,19995,29573,43.969515,-99.901813
Sinte Gleska University,South Dakota,SD,Public,4 Year,NA,3700,3700,3700,3700,43.969515,-99.901813
Sisseton Wahpeton College,South Dakota,SD,Public,2 Year,NA,3250,3250,3250,3250,43.969515,-99.901813
South Dakota School of Mines and Technology,South Dakota,SD,Public,4 Year,8440,9779,18219,14021,22461,43.969515,-99.901813
South Dakota State University,South Dakota,SD,Public,4 Year,7896,8764,16660,12128,20024,43.969515,-99.901813
Southeast Technical Institute,South Dakota,SD,Public,2 Year,NA,7200,7200,7200,7200,43.969515,-99.901813
University of Sioux Falls,South Dakota,SD,Private,4 Year,7350,18280,25630,18280,25630,43.969515,-99.901813
University of South Dakota,South Dakota,SD,Public,4 Year,8216,9061,17277,12425,20641,43.969515,-99.901813
Western Dakota Technical Institute,South Dakota,SD,Public,2 Year,NA,7335,7335,7335,7335,43.969515,-99.901813
American Baptist College,Tennessee,TN,Private,4 Year,8640,10950,19590,10950,19590,35.517491,-86.580447
Aquinas College,Tennessee,TN,Private,4 Year,NA,23600,23600,23600,23600,35.517491,-86.580447
Austin Peay State University,Tennessee,TN,Public,4 Year,10700,8411,19111,24467,35167,35.517491,-86.580447
Baptist College of Health Sciences,Tennessee,TN,Private,4 Year,2900,14700,17600,14700,17600,35.517491,-86.580447
Belmont University,Tennessee,TN,Private,4 Year,12120,34310,46430,34310,46430,35.517491,-86.580447
Bethel University,Tennessee,TN,Private,4 Year,9198,16552,25750,16552,25750,35.517491,-86.580447
Bryan College: Dayton,Tennessee,TN,Private,4 Year,7500,26800,34300,26800,34300,35.517491,-86.580447
Carson-Newman University,Tennessee,TN,Private,4 Year,8810,27900,36710,27900,36710,35.517491,-86.580447
Chattanooga State Community College,Tennessee,TN,Public,2 Year,NA,4778,4778,17684,17684,35.517491,-86.580447
Christian Brothers University,Tennessee,TN,Private,4 Year,7400,32820,40220,32820,40220,35.517491,-86.580447
Cleveland State Community College,Tennessee,TN,Public,2 Year,NA,4539,4539,17445,17445,35.517491,-86.580447
Columbia State Community College,Tennessee,TN,Public,2 Year,NA,4473,4473,17379,17379,35.517491,-86.580447
Cumberland University,Tennessee,TN,Private,4 Year,9290,22890,32180,22890,32180,35.517491,-86.580447
Dyersburg State Community College,Tennessee,TN,Public,2 Year,NA,4235,4235,16523,16523,35.517491,-86.580447
East Tennessee State University,Tennessee,TN,Public,4 Year,8472,9277,17749,28459,36931,35.517491,-86.580447
Fisk University,Tennessee,TN,Private,4 Year,10790,21480,32270,21480,32270,35.517491,-86.580447
Freed-Hardeman University,Tennessee,TN,Private,4 Year,8260,21950,30210,21950,30210,35.517491,-86.580447
Hiwassee College,Tennessee,TN,Private,2 Year,7987,19571,27558,19571,27558,35.517491,-86.580447
Huntington College of Health Sciences,Tennessee,TN,For Profit,2 Year,NA,6635,6635,6635,6635,35.517491,-86.580447
Jackson State Community College,Tennessee,TN,Public,2 Year,NA,4425,4425,13191,13191,35.517491,-86.580447
John A. Gupton College,Tennessee,TN,Private,2 Year,NA,10450,10450,10450,10450,35.517491,-86.580447
Johnson University,Tennessee,TN,Private,4 Year,6700,16060,22760,16060,22760,35.517491,-86.580447
King University,Tennessee,TN,Private,4 Year,8762,29714,38476,29714,38476,35.517491,-86.580447
Lane College,Tennessee,TN,Private,4 Year,7270,10690,17960,10690,17960,35.517491,-86.580447
Lee University,Tennessee,TN,Private,4 Year,7410,17690,25100,17690,25100,35.517491,-86.580447
LeMoyne-Owen College,Tennessee,TN,Private,4 Year,6100,11196,17296,11196,17296,35.517491,-86.580447
Lincoln Memorial University,Tennessee,TN,Private,4 Year,8000,22010,30010,22010,30010,35.517491,-86.580447
Lipscomb University,Tennessee,TN,Private,4 Year,12652,32144,44796,32144,44796,35.517491,-86.580447
Martin Methodist College,Tennessee,TN,Private,4 Year,8400,24246,32646,24246,32646,35.517491,-86.580447
Maryville College,Tennessee,TN,Private,4 Year,11424,34880,46304,34880,46304,35.517491,-86.580447
Memphis College of Art,Tennessee,TN,Private,4 Year,8890,33100,41990,33100,41990,35.517491,-86.580447
Middle Tennessee State University,Tennessee,TN,Public,4 Year,9436,9206,18642,28364,37800,35.517491,-86.580447
Milligan College,Tennessee,TN,Private,4 Year,7100,33700,40800,33700,40800,35.517491,-86.580447
Motlow State Community College,Tennessee,TN,Public,2 Year,NA,4445,4445,13211,13211,35.517491,-86.580447
Nashville State Community College,Tennessee,TN,Public,2 Year,NA,4395,4395,17301,17301,35.517491,-86.580447
Northeast State Community College,Tennessee,TN,Public,2 Year,NA,4451,4451,17357,17357,35.517491,-86.580447
Nossi College of Art,Tennessee,TN,For Profit,2 Year,NA,17700,17700,17700,17700,35.517491,-86.580447
O'More College of Design,Tennessee,TN,Private,4 Year,NA,29880,29880,29880,29880,35.517491,-86.580447
Pellissippi State Community College,Tennessee,TN,Public,2 Year,NA,4480,4480,13246,13246,35.517491,-86.580447
Rhodes College,Tennessee,TN,Private,4 Year,11403,47890,59293,47890,59293,35.517491,-86.580447
Roane State Community College,Tennessee,TN,Public,2 Year,NA,4443,4443,17349,17349,35.517491,-86.580447
Sewanee: The University of the South,Tennessee,TN,Private,4 Year,12880,45120,58000,45120,58000,35.517491,-86.580447
South College,Tennessee,TN,For Profit,4 Year,NA,21075,21075,21075,21075,35.517491,-86.580447
Southern Adventist University,Tennessee,TN,Private,4 Year,6940,21950,28890,21950,28890,35.517491,-86.580447
Southwest Tennessee Community College,Tennessee,TN,Public,2 Year,NA,5554,5554,20914,20914,35.517491,-86.580447
Tennessee State University,Tennessee,TN,Public,4 Year,7806,8008,15814,21364,29170,35.517491,-86.580447
Tennessee Technological University,Tennessee,TN,Public,4 Year,9736,9103,18839,25759,35495,35.517491,-86.580447
Tennessee Wesleyan University,Tennessee,TN,Private,4 Year,7880,24800,32680,24800,32680,35.517491,-86.580447
Trevecca Nazarene University,Tennessee,TN,Private,4 Year,8400,25598,33998,25598,33998,35.517491,-86.580447
Tusculum College,Tennessee,TN,Private,4 Year,9190,24860,34050,24860,34050,35.517491,-86.580447
Union University,Tennessee,TN,Private,4 Year,10200,32890,43090,32890,43090,35.517491,-86.580447
University of Memphis,Tennessee,TN,Public,4 Year,9975,9701,19676,21413,31388,35.517491,-86.580447
University of Tennessee: Chattanooga,Tennessee,TN,Public,4 Year,9050,8664,17714,24782,33832,35.517491,-86.580447
University of Tennessee: Knoxville,Tennessee,TN,Public,4 Year,11240,13006,24246,31196,42436,35.517491,-86.580447
University of Tennessee: Martin,Tennessee,TN,Public,4 Year,6164,9512,15676,15552,21716,35.517491,-86.580447
Vanderbilt University,Tennessee,TN,Private,4 Year,16234,49816,66050,49816,66050,35.517491,-86.580447
Visible Music College,Tennessee,TN,Private,4 Year,6000,19500,25500,19500,25500,35.517491,-86.580447
Volunteer State Community College,Tennessee,TN,Public,2 Year,NA,4229,4229,16517,16517,35.517491,-86.580447
Walters State Community College,Tennessee,TN,Public,2 Year,NA,4428,4428,13194,13194,35.517491,-86.580447
"Watkins College of Art, Design & Film",Tennessee,TN,Private,4 Year,6750,24450,31200,24450,31200,35.517491,-86.580447
Welch College,Tennessee,TN,Private,4 Year,7704,19012,26716,19012,26716,35.517491,-86.580447
Williamson College,Tennessee,TN,Private,4 Year,NA,13825,13825,13825,13825,35.517491,-86.580447
Abilene Christian University,Texas,TX,Private,4 Year,10350,34850,45200,34850,45200,31.968599,-99.901813
Alvin Community College,Texas,TX,Public,2 Year,NA,1998,1998,4818,4818,31.968599,-99.901813
Amarillo College,Texas,TX,Public,2 Year,NA,2670,2670,5880,5880,31.968599,-99.901813
Amberton University,Texas,TX,Private,4 Year,NA,12840,12840,12840,12840,31.968599,-99.901813
Angelina College,Texas,TX,Public,2 Year,5500,2625,8125,5535,11035,31.968599,-99.901813
Angelo State University,Texas,TX,Public,4 Year,9130,8489,17619,20939,30069,31.968599,-99.901813
Arlington Baptist University,Texas,TX,Private,4 Year,6500,13190,19690,13190,19690,31.968599,-99.901813
Art Institute of Houston,Texas,TX,For Profit,4 Year,9600,24024,33624,24024,33624,31.968599,-99.901813
Austin College,Texas,TX,Private,4 Year,12527,39985,52512,39985,52512,31.968599,-99.901813
Austin Community College,Texas,TX,Public,2 Year,NA,2550,2550,13020,13020,31.968599,-99.901813
Austin Graduate School of Theology,Texas,TX,Private,4 Year,NA,11900,11900,11900,11900,31.968599,-99.901813
Baptist Missionary Association Theological Seminary,Texas,TX,Private,4 Year,3150,6690,9840,6690,9840,31.968599,-99.901813
Baptist University of the Americas,Texas,TX,Private,4 Year,2500,7800,10300,7800,10300,31.968599,-99.901813
Baylor University,Texas,TX,Private,4 Year,12595,45727,58322,45727,58322,31.968599,-99.901813
Blinn College,Texas,TX,Public,2 Year,8103,3540,11643,10050,18153,31.968599,-99.901813
Brazosport College,Texas,TX,Public,2 Year,NA,2715,2715,5355,5355,31.968599,-99.901813
Brookhaven College,Texas,TX,Public,2 Year,NA,1770,1770,5220,5220,31.968599,-99.901813
Cedar Valley College,Texas,TX,Public,2 Year,NA,1770,1770,5220,5220,31.968599,-99.901813
Central Texas College,Texas,TX,Public,2 Year,5040,2700,7740,7050,12090,31.968599,-99.901813
Cisco College,Texas,TX,Public,2 Year,4355,2940,7295,5070,9425,31.968599,-99.901813
Clarendon College,Texas,TX,Public,2 Year,4176,5250,9426,7560,11736,31.968599,-99.901813
Coastal Bend College,Texas,TX,Public,2 Year,5100,2646,7746,4956,10056,31.968599,-99.901813
College of Biblical Studies-Houston,Texas,TX,Private,4 Year,NA,8590,8590,8590,8590,31.968599,-99.901813
College of the Mainland,Texas,TX,Public,2 Year,NA,1773,1773,3873,3873,31.968599,-99.901813
Collin County Community College District,Texas,TX,Public,2 Year,NA,1384,1384,4474,4474,31.968599,-99.901813
Commonwealth Institute of Funeral Service,Texas,TX,Private,2 Year,NA,5130,5130,5130,5130,31.968599,-99.901813
Concordia University Texas,Texas,TX,Private,4 Year,11018,31810,42828,31810,42828,31.968599,-99.901813
Criswell College,Texas,TX,Private,4 Year,NA,13120,13120,13120,13120,31.968599,-99.901813
Culinary Institute LeNotre,Texas,TX,For Profit,2 Year,NA,15828,15828,15828,15828,31.968599,-99.901813
Dallas Baptist University,Texas,TX,Private,4 Year,7992,28870,36862,28870,36862,31.968599,-99.901813
Dallas Christian College,Texas,TX,Private,4 Year,9010,17620,26630,17620,26630,31.968599,-99.901813
Dallas Institute of Funeral Service,Texas,TX,Private,2 Year,NA,11870,11870,11870,11870,31.968599,-99.901813
Del Mar College,Texas,TX,Public,2 Year,NA,3170,3170,5780,5780,31.968599,-99.901813
East Texas Baptist University,Texas,TX,Private,4 Year,9079,26370,35449,26370,35449,31.968599,-99.901813
Eastfield College,Texas,TX,Public,2 Year,NA,1770,1770,5220,5220,31.968599,-99.901813
El Centro College,Texas,TX,Public,2 Year,NA,1770,1770,5220,5220,31.968599,-99.901813
El Paso Community College,Texas,TX,Public,2 Year,NA,3540,3540,6060,6060,31.968599,-99.901813
Frank Phillips College,Texas,TX,Public,2 Year,5040,2838,7878,3850,8890,31.968599,-99.901813
Galveston College,Texas,TX,Public,2 Year,NA,2050,2050,4600,4600,31.968599,-99.901813
Grayson College,Texas,TX,Public,2 Year,5700,3600,9300,6120,11820,31.968599,-99.901813
Hardin-Simmons University,Texas,TX,Private,4 Year,8080,28990,37070,28990,37070,31.968599,-99.901813
Hill College,Texas,TX,Public,2 Year,3850,2970,6820,4120,7970,31.968599,-99.901813
Houston Baptist University,Texas,TX,Private,4 Year,8814,32530,41344,32530,41344,31.968599,-99.901813
Houston Community College System,Texas,TX,Public,2 Year,NA,2031,2031,4686,4686,31.968599,-99.901813
Howard College,Texas,TX,Public,2 Year,4834,2560,7394,5420,10254,31.968599,-99.901813
Howard Payne University,Texas,TX,Private,4 Year,8386,28090,36476,28090,36476,31.968599,-99.901813
Huston-Tillotson University,Texas,TX,Private,4 Year,7568,14346,21914,14346,21914,31.968599,-99.901813
Jacksonville College,Texas,TX,Private,2 Year,6400,8000,14400,8000,14400,31.968599,-99.901813
Jarvis Christian College,Texas,TX,Private,4 Year,8440,11720,20160,11720,20160,31.968599,-99.901813
Kilgore College,Texas,TX,Public,2 Year,4916,2370,7286,6240,11156,31.968599,-99.901813
Lamar Institute of Technology,Texas,TX,Public,2 Year,NA,5634,5634,18084,18084,31.968599,-99.901813
Lamar State College at Orange,Texas,TX,Public,2 Year,NA,5330,5330,17780,17780,31.968599,-99.901813
Lamar State College at Port Arthur,Texas,TX,Public,2 Year,8370,5459,13829,17820,26190,31.968599,-99.901813
Lamar University,Texas,TX,Public,4 Year,8920,10192,19112,22642,31562,31.968599,-99.901813
Laredo Community College,Texas,TX,Public,2 Year,NA,4080,4080,7140,7140,31.968599,-99.901813
Lee College,Texas,TX,Public,2 Year,NA,2643,2643,5313,5313,31.968599,-99.901813
LeTourneau University,Texas,TX,Private,4 Year,9970,30210,40180,30210,40180,31.968599,-99.901813
Lone Star College System,Texas,TX,Public,2 Year,NA,1984,1984,5884,5884,31.968599,-99.901813
Lubbock Christian University,Texas,TX,Private,4 Year,7702,22440,30142,22440,30142,31.968599,-99.901813
McLennan Community College,Texas,TX,Public,2 Year,NA,3450,3450,5700,5700,31.968599,-99.901813
McMurry University,Texas,TX,Private,4 Year,8602,27244,35846,27244,35846,31.968599,-99.901813
Midland College,Texas,TX,Public,2 Year,5224,2670,7894,5550,10774,31.968599,-99.901813
Midwestern State University,Texas,TX,Public,4 Year,8877,9019,17896,10969,19846,31.968599,-99.901813
Mountain View College,Texas,TX,Public,2 Year,NA,1770,1770,5220,5220,31.968599,-99.901813
Navarro College,Texas,TX,Public,2 Year,5618,2400,8018,5400,11018,31.968599,-99.901813
North Central Texas College,Texas,TX,Public,2 Year,3970,2730,6700,7980,11950,31.968599,-99.901813
North Lake College,Texas,TX,Public,2 Year,NA,1770,1770,5220,5220,31.968599,-99.901813
Northeast Texas Community College,Texas,TX,Public,2 Year,6300,2849,9149,6149,12449,31.968599,-99.901813
Northwest Vista College,Texas,TX,Public,2 Year,NA,2720,2720,13730,13730,31.968599,-99.901813
Odessa College,Texas,TX,Public,2 Year,5412,2794,8206,5450,10862,31.968599,-99.901813
Our Lady of the Lake University of San Antonio,Texas,TX,Private,4 Year,9602,28740,38342,28740,38342,31.968599,-99.901813
Palo Alto College,Texas,TX,Public,2 Year,NA,2660,2660,13670,13670,31.968599,-99.901813
Panola College,Texas,TX,Public,2 Year,5016,2400,7416,5190,10206,31.968599,-99.901813
Paris Junior College,Texas,TX,Public,2 Year,5000,2400,7400,5400,10400,31.968599,-99.901813
Paul Quinn College,Texas,TX,Private,4 Year,6000,8495,14495,8495,14495,31.968599,-99.901813
Prairie View A&M University,Texas,TX,Public,4 Year,8925,10533,19458,24843,33768,31.968599,-99.901813
Ranger College,Texas,TX,Public,2 Year,4231,3065,7296,5765,9996,31.968599,-99.901813
Rice University,Texas,TX,Private,4 Year,14000,47350,61350,47350,61350,31.968599,-99.901813
Richland College,Texas,TX,Public,2 Year,NA,1770,1770,5220,5220,31.968599,-99.901813
Sam Houston State University,Texas,TX,Public,4 Year,9386,10183,19569,22633,32019,31.968599,-99.901813
San Antonio College,Texas,TX,Public,2 Year,NA,2720,2720,13730,13730,31.968599,-99.901813
San Jacinto College : South Campus,Texas,TX,Public,2 Year,NA,1860,1860,5160,5160,31.968599,-99.901813
Schreiner University,Texas,TX,Private,4 Year,10508,27960,38468,27960,38468,31.968599,-99.901813
South Plains College,Texas,TX,Public,2 Year,4368,2762,7130,4922,9290,31.968599,-99.901813
South Texas College,Texas,TX,Public,2 Year,NA,3800,3800,7700,7700,31.968599,-99.901813
Southern Methodist University,Texas,TX,Private,4 Year,16845,54493,71338,54493,71338,31.968599,-99.901813
Southwest Texas Junior College,Texas,TX,Public,2 Year,4600,2978,7578,5808,10408,31.968599,-99.901813
Southwestern Adventist University,Texas,TX,Private,4 Year,7600,21564,29164,21564,29164,31.968599,-99.901813
Southwestern Assemblies of God University,Texas,TX,Private,4 Year,7500,20952,28452,20952,28452,31.968599,-99.901813
Southwestern Baptist Theological Seminary,Texas,TX,Private,4 Year,2650,11740,14390,11740,14390,31.968599,-99.901813
Southwestern Christian College,Texas,TX,Private,4 Year,6042,8364,14406,8364,14406,31.968599,-99.901813
Southwestern University,Texas,TX,Private,4 Year,12000,42000,54000,42000,54000,31.968599,-99.901813
St. Edward's University,Texas,TX,Private,4 Year,13650,45428,59078,45428,59078,31.968599,-99.901813
St. Mary's University,Texas,TX,Private,4 Year,10270,30650,40920,30650,40920,31.968599,-99.901813
St. Philip's College,Texas,TX,Public,2 Year,NA,2720,2720,13730,13730,31.968599,-99.901813
Stephen F. Austin State University,Texas,TX,Public,4 Year,8964,10287,19251,22737,31701,31.968599,-99.901813
Sul Ross State University,Texas,TX,Public,4 Year,8242,8309,16551,20759,29001,31.968599,-99.901813
Tarleton State University,Texas,TX,Public,4 Year,11800,9077,20877,21412,33212,31.968599,-99.901813
Tarrant County College,Texas,TX,Public,2 Year,NA,1770,1770,7650,7650,31.968599,-99.901813
Temple College,Texas,TX,Public,2 Year,NA,3360,3360,7890,7890,31.968599,-99.901813
Texarkana College,Texas,TX,Public,2 Year,NA,2720,2720,5870,5870,31.968599,-99.901813
Texas A&M International University,Texas,TX,Public,4 Year,8320,8640,16960,22260,30580,31.968599,-99.901813
Texas A&M University,Texas,TX,Public,4 Year,10436,10968,21404,36442,46878,31.968599,-99.901813
Texas A&M University-Commerce,Texas,TX,Public,4 Year,8750,8748,17498,21198,29948,31.968599,-99.901813
Texas A&M University-Corpus Christi,Texas,TX,Public,4 Year,10220,9909,20129,22131,32351,31.968599,-99.901813
Texas A&M University-Kingsville,Texas,TX,Public,4 Year,8760,8462,17222,20912,29672,31.968599,-99.901813
Texas A&M University-Texarkana,Texas,TX,Public,4 Year,8732,7024,15756,22060,30792,31.968599,-99.901813
Texas Christian University,Texas,TX,Private,4 Year,12804,46950,59754,46950,59754,31.968599,-99.901813
Texas College,Texas,TX,Private,4 Year,8000,10008,18008,10008,18008,31.968599,-99.901813
Texas Lutheran University,Texas,TX,Private,4 Year,9720,30050,39770,30050,39770,31.968599,-99.901813
Texas Southern University,Texas,TX,Public,4 Year,10282,9173,19455,21623,31905,31.968599,-99.901813
Texas State Technical College,Texas,TX,Public,2 Year,5494,5250,10744,10020,15514,31.968599,-99.901813
Texas State University,Texas,TX,Public,4 Year,9374,10935,20309,23385,32759,31.968599,-99.901813
Texas Tech University,Texas,TX,Public,4 Year,9530,11045,20575,23495,33025,31.968599,-99.901813
Texas Tech University Health Sciences Center,Texas,TX,Public,4 Year,NA,7911,7911,20361,20361,31.968599,-99.901813
Texas Wesleyan University,Texas,TX,Private,4 Year,10559,30300,40859,30300,40859,31.968599,-99.901813
Texas Woman's University,Texas,TX,Public,4 Year,8181,9368,17549,21818,29999,31.968599,-99.901813
The King's University,Texas,TX,Private,4 Year,NA,15000,15000,15000,15000,31.968599,-99.901813
Trinity University,Texas,TX,Private,4 Year,13464,42976,56440,42976,56440,31.968599,-99.901813
Trinity Valley Community College,Texas,TX,Public,2 Year,6590,2640,9230,5970,12560,31.968599,-99.901813
Tyler Junior College,Texas,TX,Public,2 Year,7940,2962,10902,5482,13422,31.968599,-99.901813
University of Dallas,Texas,TX,Private,4 Year,12400,40652,53052,40652,53052,31.968599,-99.901813
University of Houston,Texas,TX,Public,4 Year,10270,12506,22776,27956,38226,31.968599,-99.901813
University of Houston-Clear Lake,Texas,TX,Public,4 Year,NA,8500,8500,24731,24731,31.968599,-99.901813
University of Houston-Downtown,Texas,TX,Public,4 Year,NA,7832,7832,20282,20282,31.968599,-99.901813
University of Houston-Victoria,Texas,TX,Public,4 Year,8045,7970,16015,20420,28465,31.968599,-99.901813
University of Mary Hardin-Baylor,Texas,TX,Private,4 Year,8446,28750,37196,28750,37196,31.968599,-99.901813
University of North Texas,Texas,TX,Public,4 Year,9727,11250,20977,23700,33427,31.968599,-99.901813
University of North Texas at DallasSystem,Texas,TX,Other,Other,NA,8448,8448,14640,14640,31.968599,-99.901813
University of St. Thomas,Texas,TX,Private,4 Year,9070,33580,42650,33580,42650,31.968599,-99.901813
University of Texas at Arlington,Texas,TX,Public,4 Year,10302,10250,20552,25134,35436,31.968599,-99.901813
University of Texas at Austin,Texas,TX,Public,4 Year,10804,10606,21410,37480,48284,31.968599,-99.901813
University of Texas at Dallas,Texas,TX,Public,4 Year,11532,13034,24566,36876,48408,31.968599,-99.901813
University of Texas at El Paso,Texas,TX,Public,4 Year,5040,7998,13038,22529,27569,31.968599,-99.901813
University of Texas at San Antonio,Texas,TX,Public,4 Year,11578,9900,21478,24262,35840,31.968599,-99.901813
University of Texas at Tyler,Texas,TX,Public,4 Year,9502,8292,17794,21522,31024,31.968599,-99.901813
University of Texas Health Science Center at Houston,Texas,TX,Public,4 Year,NA,6380,6380,27710,27710,31.968599,-99.901813
University of Texas Medical Branch at Galveston,Texas,TX,Public,4 Year,NA,7721,7721,20258,20258,31.968599,-99.901813
University of Texas of the Permian Basin,Texas,TX,Public,4 Year,9846,7124,16970,19574,29420,31.968599,-99.901813
University Of Texas Rio Grande Valley,Texas,TX,Public,4 Year,8124,7813,15937,20263,28387,31.968599,-99.901813
University of the Incarnate Word,Texas,TX,Private,4 Year,12716,31484,44200,31484,44200,31.968599,-99.901813
Vernon College,Texas,TX,Public,2 Year,4096,3000,7096,6300,10396,31.968599,-99.901813
Victoria College,Texas,TX,Public,2 Year,NA,2790,2790,5040,5040,31.968599,-99.901813
Wade College,Texas,TX,For Profit,2 Year,NA,16650,16650,16650,16650,31.968599,-99.901813
Wayland Baptist University,Texas,TX,Private,4 Year,7992,20070,28062,20070,28062,31.968599,-99.901813
Weatherford College,Texas,TX,Public,2 Year,7580,2550,10130,5610,13190,31.968599,-99.901813
West Texas A&M University,Texas,TX,Public,4 Year,7196,8849,16045,10476,17672,31.968599,-99.901813
Western Texas College,Texas,TX,Public,2 Year,5293,3840,9133,6210,11503,31.968599,-99.901813
Wharton County Junior College,Texas,TX,Public,2 Year,4200,3030,7230,6120,10320,31.968599,-99.901813
Wiley College,Texas,TX,Private,4 Year,7084,13152,20236,13152,20236,31.968599,-99.901813
